Order ID,Customer Name,Mobile Number,Email ID,Order Date,Item Fat Content,Item Identifier,Item Type,Outlet Establishment Year,Outlet Identifier,Outlet Location Type,Outlet Size,Outlet Type,Item Visibility (%),Item Weight,Sales,Rating,Outlet Age,Sales per Weight,Visibility Bucket,Rating Bucket,Item Category,Payment Mode,Delivery Status,Discount %,Quantity,City
101965,Vivaan Menon,9642958616,vivaan.menon2@outlook.com,2026-03-07,Low Fat,NCO42,Household,2012,OUT049,Tier 1,Medium,Neighborhood Supermarket,2.47,21.25,144.1102,3.4,14,6.78,Low,Average,Non-Consumable,Wallet,Delivered,15,4,Mumbai
661344,Sai Iyer,9721170254,sai.iyer2@yahoo.co.in,2026-02-21,Low Fat,FDF59,Starchy Foods,2012,OUT049,Tier 1,Medium,Neighborhood Supermarket,7.14,12.5,125.702,3.4,14,10.06,Medium,Average,Food,UPI,Returned,15,1,Bangalore
924489,Sai Desai,9496550242,sai.desai@gmail.com,2026-05-12,Regular,FDE04,Frozen Foods,2012,OUT049,Tier 1,Medium,Neighborhood Supermarket,1.81,19.75,179.866,3.4,14,9.11,Low,Average,Food,Cash on Delivery,Delivered,10,3,Bangalore
221392,Myra Mehta,9182548057,myra.mehta@hotmail.com,2026-06-26,Regular,DRZ11,Soft Drinks,2012,OUT049,Tier 1,Medium,Neighborhood Supermarket,11.28,8.85,122.0388,3.4,14,13.79,Medium,Average,Drinks,UPI,Delivered,5,1,Bangalore
600305,Sneha Kapoor,9595024242,sneha.kapoor@hotmail.com,2026-05-29,Low Fat,DRL59,Hard Drinks,1998,OUT019,Tier 1,Small,Grocery Store,3.72,11.4,54.2298,3.4,28,4.76,Low,Average,Drinks,Cash on Delivery,Delivered,0,4,Delhi
130283,Arjun Gupta,9633523175,arjun.gupta4@outlook.com,2026-06-20,Low Fat,FDO57,Snack Foods,1998,OUT019,Tier 1,Small,Grocery Store,19.03,12.99,159.4578,3.4,28,12.28,High,Average,Food,Card,Delivered,20,1,Bangalore
972073,Ananya Desai,9487713202,ananya.desai@yahoo.co.in,2026-07-18,Regular,FDU45,Snack Foods,1998,OUT019,Tier 1,Small,Grocery Store,6.22,12.99,112.3518,3.4,28,8.65,Medium,Average,Food,UPI,Delivered,15,1,Delhi
773584,Aadhya Kumar,9061392031,aadhya.kumar1@yahoo.co.in,2026-05-18,Low Fat,FDJ48,Baking Goods,2010,OUT046,Tier 1,Small,Neighborhood Supermarket,5.64,11.3,247.8118,3.4,16,21.93,Medium,Average,Food,Cash on Delivery,Returned,10,2,Delhi
923073,Krishna Singh,9867674482,krishna.singh1@gmail.com,2026-03-13,Low Fat,NCK29,Health and Hygiene,2010,OUT046,Tier 1,Small,Neighborhood Supermarket,5.9,5.62,121.973,3.4,16,21.7,Medium,Average,Non-Consumable,Cash on Delivery,Delivered,10,5,Delhi
381889,Ananya Verma,9287807390,ananya.verma1@gmail.com,2026-07-01,Low Fat,FDV39,Meat,2010,OUT046,Tier 1,Small,Neighborhood Supermarket,0.73,11.3,199.3426,3.4,16,17.64,Low,Average,Food,Card,Cancelled,10,5,Delhi
186166,Arjun Bhatt,9049630966,arjun.bhatt5@gmail.com,2026-05-03,Low Fat,FDV55,Fruits and Vegetables,2010,OUT046,Tier 1,Small,Neighborhood Supermarket,5.51,17.75,145.1444,3.4,16,8.18,Medium,Average,Food,Cash on Delivery,Delivered,0,1,Mumbai
394808,Pooja Iyer,9676296029,pooja.iyer3@outlook.com,2026-04-27,Regular,FDA35,Baking Goods,2010,OUT046,Tier 1,Small,Neighborhood Supermarket,5.38,14.85,120.8072,3.4,16,8.14,Medium,Average,Food,UPI,Returned,5,5,Bangalore
791644,Rahul Joshi,9649910471,rahul.joshi1@hotmail.com,2026-07-01,Regular,FDZ57,Snack Foods,2010,OUT046,Tier 1,Small,Neighborhood Supermarket,3.78,10.0,127.2994,3.4,16,12.73,Low,Average,Food,Wallet,Delivered,20,1,Delhi
892349,Divya Malhotra,9649545844,divya.malhotra2@outlook.com,2026-02-02,Regular,FDO49,Breakfast,2010,OUT046,Tier 1,Small,Neighborhood Supermarket,3.31,10.6,49.7008,3.4,16,4.69,Low,Average,Food,Wallet,Delivered,5,5,Mumbai
367978,Ishaan Iyer,9657713715,ishaan.iyer2@hotmail.com,2026-07-20,Low Fat,DRL47,Hard Drinks,2015,OUT045,Tier 2,Medium,Neighborhood Supermarket,3.88,19.7,124.2362,3.4,11,6.31,Low,Average,Drinks,UPI,Cancelled,10,4,Lucknow
853170,Pari Iyer,9342789328,pari.iyer2@hotmail.com,2026-02-28,Low Fat,NCM26,Others,2020,OUT017,Tier 2,Medium,Neighborhood Supermarket,2.33,20.5,154.134,3.4,6,7.52,Low,Average,Non-Consumable,UPI,Returned,5,3,Lucknow
810711,Anika Mehta,9732276654,anika.mehta4@hotmail.com,2026-05-29,Low Fat,FDS13,Canned,2015,OUT045,Tier 2,Medium,Neighborhood Supermarket,12.48,6.46,264.1884,3.4,11,40.9,Medium,Average,Food,Card,Delivered,5,1,Lucknow
781826,Aadhya Patel,9842749464,aadhya.patel6@yahoo.co.in,2026-05-30,Low Fat,FDF52,Frozen Foods,2015,OUT045,Tier 2,Medium,Neighborhood Supermarket,6.69,9.3,184.2292,3.4,11,19.81,Medium,Average,Food,Card,Returned,10,3,Jaipur
723576,Ananya Bhatt,9540300214,ananya.bhatt@outlook.com,2026-02-23,Low Fat,FDC20,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Neighborhood Supermarket,2.4,10.65,57.2272,3.4,11,5.37,Low,Average,Food,Cash on Delivery,Delivered,20,1,Pune
22212,Amit Kumar,9366594538,amit.kumar4@outlook.com,2026-05-11,Low Fat,DRI11,Hard Drinks,2015,OUT045,Tier 2,Medium,Neighborhood Supermarket,3.45,8.26,117.0834,3.4,11,14.17,Low,Average,Drinks,UPI,Delivered,5,1,Pune
875736,Riya Kapoor,9823234533,riya.kapoor1@outlook.com,2026-05-18,Low Fat,DRO35,Hard Drinks,2015,OUT045,Tier 2,Small,Neighborhood Supermarket,3.46,13.85,116.1492,3.4,11,8.39,Low,Average,Drinks,Card,Delivered,10,2,Jaipur
278032,Vivaan Reddy,9566822896,vivaan.reddy1@yahoo.co.in,2026-02-06,Low Fat,NCA42,Household,2015,OUT045,Tier 2,Small,Neighborhood Supermarket,6.5,6.96,159.6604,3.4,11,22.94,Medium,Average,Non-Consumable,Wallet,Delivered,10,2,Pune
138683,Arjun Verma,9575492039,arjun.verma2@yahoo.co.in,2026-02-11,Low Fat,FDL27,Meat,2015,OUT045,Tier 2,Small,Neighborhood Supermarket,1.07,6.17,65.6826,3.4,11,10.65,Low,Average,Food,UPI,Returned,5,2,Lucknow
260924,Ayaan Patel,9801337619,ayaan.patel1@hotmail.com,2026-04-02,Low Fat,FDT03,Meat,2015,OUT045,Tier 2,Small,Neighborhood Supermarket,1.0,21.25,184.6608,3.4,11,8.69,Low,Average,Food,Cash on Delivery,Delivered,15,1,Pune
401134,Vivaan Bhatt,9157701411,vivaan.bhatt3@yahoo.co.in,2026-07-12,Low Fat,FDY21,Snack Foods,2015,OUT045,Tier 2,Small,Neighborhood Supermarket,17.38,15.1,196.511,3.4,11,13.01,High,Average,Food,Card,Delivered,20,2,Lucknow
548109,Krishna Patel,9158162315,krishna.patel4@gmail.com,2026-04-16,Low Fat,FDB15,Dairy,2020,OUT017,Tier 2,Small,Neighborhood Supermarket,13.76,10.9,262.2568,3.4,6,24.06,Medium,Average,Food,Wallet,Delivered,0,3,Lucknow
560197,Nikhil Kapoor,9394281158,nikhil.kapoor3@gmail.com,2026-01-29,Low Fat,DRH01,Soft Drinks,2020,OUT017,Tier 2,High,Neighborhood Supermarket,9.85,17.5,171.7738,3.4,6,9.82,Medium,Average,Drinks,Card,Delivered,10,3,Jaipur
384299,Aadhya Singh,9765091639,aadhya.singh4@gmail.com,2026-07-25,Regular,FDN23,Breads,2015,OUT045,Tier 2,High,Neighborhood Supermarket,7.57,6.58,145.4444,3.4,11,22.1,Medium,Average,Food,UPI,Delivered,20,5,Lucknow
766840,Sneha Bhatt,9750579215,sneha.bhatt@outlook.com,2026-07-18,Regular,FDN38,Canned,2015,OUT045,Tier 2,High,Neighborhood Supermarket,9.22,6.62,251.1408,3.4,11,37.94,Medium,Average,Food,Cash on Delivery,Delivered,5,3,Pune
522741,Vivaan Kapoor,9109810094,vivaan.kapoor@gmail.com,2026-06-09,Regular,FDA01,Canned,2015,OUT045,Tier 2,High,Neighborhood Supermarket,5.45,15.0,57.5904,3.4,11,3.84,Medium,Average,Food,Cash on Delivery,Cancelled,0,4,Lucknow
55617,Diya Pillai,9430027732,diya.pillai@yahoo.co.in,2026-06-22,Regular,FDB14,Canned,2015,OUT045,Tier 2,High,Neighborhood Supermarket,10.29,20.25,93.212,3.4,11,4.6,Medium,Average,Food,Cash on Delivery,Delivered,10,1,Jaipur
866209,Myra Kapoor,9065694276,myra.kapoor2@outlook.com,2026-06-19,Regular,FDS33,Snack Foods,2015,OUT045,Tier 2,High,Neighborhood Supermarket,12.37,6.67,88.9514,3.4,11,13.34,Medium,Average,Food,UPI,Delivered,15,4,Jaipur
643124,Myra Singh,9380826326,myra.singh@outlook.com,2026-03-24,Regular,FDU57,Snack Foods,2015,OUT045,Tier 2,High,Neighborhood Supermarket,8.97,8.27,148.7708,3.4,11,17.99,Medium,Average,Food,Cash on Delivery,Returned,0,1,Jaipur
380611,Pooja Kumar,9763114310,pooja.kumar2@gmail.com,2026-07-16,Regular,FDJ38,Canned,2020,OUT017,Tier 2,High,Neighborhood Supermarket,4.04,8.6,191.653,3.4,6,22.29,Low,Average,Food,Wallet,Returned,20,3,Lucknow
114485,Vihaan Joshi,9753987141,vihaan.joshi1@hotmail.com,2026-04-22,Regular,FDH14,Canned,2020,OUT017,Tier 2,High,Neighborhood Supermarket,4.71,17.1,138.6838,3.4,6,8.11,Low,Average,Food,UPI,Delivered,10,5,Lucknow
383020,Aditya Reddy,9426429306,aditya.reddy3@hotmail.com,2026-06-07,Regular,FDV16,Frozen Foods,2020,OUT017,Tier 2,High,Neighborhood Supermarket,8.34,7.75,34.5558,3.4,6,4.46,Medium,Average,Food,Wallet,Delivered,10,4,Lucknow
585493,Pooja Rao,9461438381,pooja.rao2@yahoo.co.in,2026-06-08,Low Fat,NCB19,Household,2017,OUT035,Tier 2,Small,Neighborhood Supermarket,9.03,6.52,86.7882,3.4,9,13.31,Medium,Average,Non-Consumable,UPI,Delivered,10,4,Pune
353264,Sai Patel,9674289540,sai.patel1@gmail.com,2026-07-21,Low Fat,FDD11,Starchy Foods,2017,OUT035,Tier 2,Small,Neighborhood Supermarket,7.52,12.85,254.704,3.4,9,19.82,Medium,Average,Food,UPI,Delivered,10,3,Pune
852028,Rahul Desai,9584743894,rahul.desai1@yahoo.co.in,2026-07-24,Low Fat,NCR29,Health and Hygiene,2017,OUT035,Tier 2,Small,Neighborhood Supermarket,5.46,7.56,57.393,3.4,9,7.59,Medium,Average,Non-Consumable,UPI,Returned,15,1,Lucknow
642345,Neha Iyer,9752897245,neha.iyer@hotmail.com,2026-07-03,Low Fat,NCM54,Household,2017,OUT035,Tier 2,Small,Neighborhood Supermarket,5.09,17.7,129.1678,3.4,9,7.3,Medium,Average,Non-Consumable,Card,Delivered,0,4,Pune
128456,Ira Menon,9979898224,ira.menon2@hotmail.com,2026-02-19,Low Fat,DRB24,Soft Drinks,2017,OUT035,Tier 2,Small,Neighborhood Supermarket,2.06,8.78,156.4656,3.4,9,17.82,Low,Average,Drinks,UPI,Delivered,15,4,Lucknow
45805,Reyansh Menon,9554042100,reyansh.menon2@gmail.com,2026-05-16,Low Fat,DRE49,Soft Drinks,2017,OUT035,Tier 2,Small,Neighborhood Supermarket,6.93,20.75,153.0024,3.4,9,7.37,Medium,Average,Drinks,Card,Delivered,5,3,Pune
980307,Aarav Desai,9149961177,aarav.desai2@hotmail.com,2026-07-14,Regular,FDC16,Dairy,2017,OUT035,Tier 2,Small,Neighborhood Supermarket,2.06,11.5,86.054,3.4,9,7.48,Low,Average,Food,Cash on Delivery,Cancelled,5,2,Jaipur
964444,Amit Menon,9854539057,amit.menon5@hotmail.com,2026-03-30,Low Fat,FDW47,Breads,2011,OUT010,Tier 3,Medium,Grocery Store,7.76,15.0,121.8414,3.4,15,8.12,Medium,Average,Food,UPI,Returned,0,3,Indore
718017,Sai Malhotra,9986626923,sai.malhotra@hotmail.com,2026-05-29,Low Fat,DRO47,Hard Drinks,2011,OUT010,Tier 3,Medium,Grocery Store,18.78,10.2,112.486,3.4,15,11.03,High,Average,Drinks,Card,Delivered,10,4,Indore
264226,Divya Gupta,9395300255,divya.gupta6@gmail.com,2026-04-24,Low Fat,NCK53,Health and Hygiene,2011,OUT010,Tier 3,Medium,Grocery Store,6.29,11.6,100.4042,3.4,15,8.66,Medium,Average,Non-Consumable,UPI,Delivered,10,2,Patna
276969,Ayaan Bhatt,9395256377,ayaan.bhatt3@gmail.com,2026-07-14,Low Fat,FDY21,Snack Foods,2011,OUT010,Tier 3,High,Grocery Store,7.09,15.1,197.211,3.4,15,13.06,Medium,Average,Food,Card,Delivered,20,2,Patna
381567,Karan Singh,9312524587,karan.singh2@hotmail.com,2026-07-18,Regular,FDS56,Fruits and Vegetables,2011,OUT010,Tier 3,High,Grocery Store,6.49,5.78,262.1252,3.4,15,45.35,Medium,Average,Food,Cash on Delivery,Delivered,10,1,Patna
212530,Sneha Mehta,9013111751,sneha.mehta2@hotmail.com,2026-07-09,Low Fat,FDX23,Baking Goods,2000,OUT013,Tier 3,High,Neighborhood Supermarket,2.97,6.44,94.4436,3.4,26,14.67,Low,Average,Food,Wallet,Delivered,10,4,Indore
737636,Aarav Rao,9733583624,aarav.rao2@outlook.com,2026-05-04,Low Fat,FDF12,Baking Goods,2000,OUT013,Tier 3,High,Neighborhood Supermarket,8.24,8.24,147.6076,3.4,26,17.91,Medium,Average,Food,UPI,Cancelled,0,2,Patna
478470,Karan Singh,9921515694,karan.singh5@gmail.com,2026-03-05,Low Fat,FDS13,Canned,2000,OUT013,Tier 3,High,Neighborhood Supermarket,12.44,6.46,266.1884,3.4,26,41.21,Medium,Average,Food,Card,Returned,10,1,Patna
32317,Saanvi Joshi,9438787171,saanvi.joshi1@yahoo.co.in,2026-06-17,Low Fat,FDS20,Fruits and Vegetables,2000,OUT013,Tier 3,High,Neighborhood Supermarket,5.38,8.85,183.8292,3.4,26,20.77,Medium,Average,Food,Cash on Delivery,Delivered,0,4,Patna
888876,Ira Singh,9359358910,ira.singh3@yahoo.co.in,2026-07-01,Low Fat,FDU08,Fruits and Vegetables,2000,OUT013,Tier 3,High,Neighborhood Supermarket,2.73,10.3,101.2042,3.4,26,9.83,Low,Average,Food,Card,Cancelled,15,1,Nagpur
619613,Neha Mehta,9548256273,neha.mehta2@hotmail.com,2026-02-08,Low Fat,NCS17,Health and Hygiene,2000,OUT013,Tier 3,High,Neighborhood Supermarket,8.04,18.6,93.4436,3.4,26,5.02,Medium,Average,Non-Consumable,Card,Returned,0,2,Patna
471245,Arjun Sharma,9964331612,arjun.sharma2@hotmail.com,2026-01-28,Low Fat,FDW45,Snack Foods,2000,OUT013,Tier 3,High,Neighborhood Supermarket,3.9,18.0,148.6418,3.4,26,8.26,Low,Average,Food,Cash on Delivery,Delivered,10,4,Indore
129093,Aditya Kapoor,9099286878,aditya.kapoor2@outlook.com,2026-07-09,Low Fat,DRH36,Soft Drinks,2000,OUT013,Tier 3,High,Neighborhood Supermarket,6.93,16.2,73.4696,3.4,26,4.54,Medium,Average,Drinks,UPI,Cancelled,5,5,Indore
839610,Neha Bhatt,9427751536,neha.bhatt3@outlook.com,2026-03-07,Regular,FDP40,Frozen Foods,2000,OUT013,Tier 3,High,Neighborhood Supermarket,3.43,4.56,110.1544,3.4,26,24.16,Low,Average,Food,Wallet,Delivered,10,1,Nagpur
31974,Kavya Iyer,9720975066,kavya.iyer3@gmail.com,2026-06-04,Regular,FDV20,Fruits and Vegetables,2000,OUT013,Tier 3,High,Neighborhood Supermarket,5.98,20.2,129.1678,3.4,26,6.39,Medium,Average,Food,Cash on Delivery,Cancelled,10,1,Nagpur
521755,Pari Sharma,9991285685,pari.sharma1@yahoo.co.in,2026-05-26,Regular,FDB57,Fruits and Vegetables,2000,OUT013,Tier 3,High,Neighborhood Supermarket,1.88,20.25,222.0772,3.4,26,10.97,Low,Average,Food,Card,Delivered,0,1,Indore
125780,Ananya Verma,9944164933,ananya.verma3@outlook.com,2026-06-01,Regular,FDX31,Fruits and Vegetables,2000,OUT013,Tier 3,High,Neighborhood Supermarket,1.48,20.35,234.9958,3.4,26,11.55,Low,Average,Food,Cash on Delivery,Delivered,0,3,Patna
87337,Rohan Agarwal,9111568540,rohan.agarwal2@yahoo.co.in,2026-03-09,Low Fat,FDO40,Frozen Foods,2022,OUT018,Tier 3,Medium,Standard Supermarket,3.28,17.1,148.8392,3.4,4,8.7,Low,Average,Food,Card,Cancelled,10,4,Indore
849587,Kavya Mehta,9262180603,kavya.mehta4@outlook.com,2026-02-14,Low Fat,FDZ52,Frozen Foods,2022,OUT018,Tier 3,Medium,Standard Supermarket,10.05,19.2,111.8886,3.4,4,5.83,Medium,Average,Food,Cash on Delivery,Delivered,20,1,Indore
280974,Rahul Menon,9632351852,rahul.menon4@hotmail.com,2026-05-31,Low Fat,FDX20,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Standard Supermarket,4.27,7.36,226.972,3.4,4,30.84,Low,Average,Food,Wallet,Delivered,5,2,Nagpur
204268,Arjun Reddy,9291656130,arjun.reddy3@outlook.com,2026-04-18,Regular,FDF29,Frozen Foods,2022,OUT018,Tier 3,Medium,Standard Supermarket,2.0,15.1,128.831,3.4,4,8.53,Low,Average,Food,Card,Delivered,5,5,Indore
167543,Pooja Verma,9739871484,pooja.verma2@outlook.com,2026-03-28,Regular,FDQ07,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Standard Supermarket,8.78,15.1,221.5456,3.4,4,14.67,Medium,Average,Food,Card,Delivered,10,5,Nagpur
591169,Priya Rao,9544300745,priya.rao6@gmail.com,2026-04-20,Low Fat,FDX45,Snack Foods,2022,OUT018,Tier 3,Medium,Standard Supermarket,10.53,16.75,156.963,3.4,4,9.37,Medium,Average,Food,Cash on Delivery,Delivered,0,4,Nagpur
986328,Ananya Verma,9777414651,ananya.verma2@hotmail.com,2026-04-07,Low Fat,FDP60,Baking Goods,1998,OUT027,Tier 3,Medium,Hypermarket,5.56,12.28,100.3016,3.4,28,8.17,Medium,Average,Food,Card,Delivered,0,2,Patna
314123,Rahul Gupta,9831633253,rahul.gupta2@hotmail.com,2026-02-07,Low Fat,NCI43,Household,1998,OUT027,Tier 3,Medium,Hypermarket,2.58,13.38,48.6376,3.4,28,3.64,Low,Average,Non-Consumable,Card,Delivered,10,1,Indore
926187,Riya Agarwal,9363057578,riya.agarwal3@gmail.com,2026-06-04,Low Fat,FDG31,Meat,1998,OUT027,Tier 3,Medium,Hypermarket,3.77,12.82,64.4826,3.4,28,5.03,Low,Average,Food,Cash on Delivery,Delivered,5,4,Patna
730542,Saanvi Gupta,9660702507,saanvi.gupta2@yahoo.co.in,2026-03-24,Regular,FDW38,Dairy,1998,OUT027,Tier 3,Medium,Hypermarket,13.8,13.43,54.8298,3.4,28,4.08,Medium,Average,Food,Cash on Delivery,Delivered,0,4,Nagpur
712090,Saanvi Iyer,9666069508,saanvi.iyer2@hotmail.com,2026-06-15,Regular,FDP36,Baking Goods,2022,OUT018,Tier 3,Medium,Standard Supermarket,7.43,10.4,51.4008,3.3,4,4.94,Medium,Average,Food,Wallet,Delivered,10,4,Indore
409319,Sai Nair,9526106896,sai.nair3@hotmail.com,2026-07-09,Low Fat,NCD06,Household,2020,OUT017,Tier 2,Small,Neighborhood Supermarket,9.99,13.0,45.906,3.3,6,3.53,Medium,Average,Non-Consumable,Cash on Delivery,Delivered,10,1,Pune
886826,Amit Chopra,9553264741,amit.chopra3@gmail.com,2026-05-02,Low Fat,DRE60,Soft Drinks,1998,OUT019,Tier 1,Small,Grocery Store,27.9,11.85,225.372,3.3,28,19.02,High,Average,Drinks,UPI,Delivered,0,1,Mumbai
161248,Aditya Sharma,9412404396,aditya.sharma1@yahoo.co.in,2026-05-09,Low Fat,NCO26,Household,2017,OUT035,Tier 2,Small,Neighborhood Supermarket,7.68,7.24,117.5492,3.3,9,16.24,Medium,Average,Non-Consumable,Wallet,Returned,0,3,Pune
626893,Pooja Reddy,9848359600,pooja.reddy1@hotmail.com,2026-03-27,Low Fat,FDF20,Fruits and Vegetables,2015,OUT045,Tier 2,Small,Neighborhood Supermarket,3.33,12.85,198.4768,3.3,11,15.45,Low,Average,Food,Cash on Delivery,Delivered,10,5,Pune
927926,Sai Chopra,9018208716,sai.chopra2@gmail.com,2026-02-15,Low Fat,FDT59,Breads,2017,OUT035,Tier 2,Small,Neighborhood Supermarket,1.59,13.65,231.1668,3.3,9,16.94,Low,Average,Food,Cash on Delivery,Delivered,15,5,Jaipur
272419,Amit Chopra,9388193927,amit.chopra5@hotmail.com,2026-05-23,Low Fat,NCR41,Health and Hygiene,2015,OUT045,Tier 2,Medium,Neighborhood Supermarket,1.81,17.85,97.0094,3.3,11,5.43,Low,Average,Non-Consumable,Cash on Delivery,Cancelled,10,3,Lucknow
574588,Ishaan Kumar,9191899381,ishaan.kumar@outlook.com,2026-05-19,Regular,FDF53,Frozen Foods,2017,OUT035,Tier 2,Small,Neighborhood Supermarket,8.36,20.75,182.2318,3.3,9,8.78,Medium,Average,Food,Wallet,Returned,0,4,Jaipur
733013,Vihaan Rao,9987921650,vihaan.rao1@yahoo.co.in,2026-06-21,Low Fat,DRF15,Dairy,2022,OUT018,Tier 3,Medium,Standard Supermarket,3.33,18.35,155.034,3.3,4,8.45,Low,Average,Drinks,Card,Delivered,5,5,Indore
808431,Myra Malhotra,9181757601,myra.malhotra1@outlook.com,2026-05-20,Low Fat,NCL53,Health and Hygiene,2010,OUT046,Tier 1,Small,Neighborhood Supermarket,3.62,7.5,175.3028,3.3,16,23.37,Low,Average,Non-Consumable,UPI,Delivered,10,4,Delhi
857448,Rahul Rao,9808675226,rahul.rao1@yahoo.co.in,2026-02-17,Low Fat,DRE12,Soft Drinks,1998,OUT027,Tier 3,Medium,Hypermarket,7.04,11.85,112.886,3.3,28,9.53,Medium,Average,Drinks,Wallet,Delivered,10,4,Nagpur
291767,Sneha Agarwal,9249152893,sneha.agarwal2@gmail.com,2026-06-02,Low Fat,FDS51,Meat,2012,OUT049,Tier 1,Medium,Neighborhood Supermarket,3.22,13.35,61.4194,3.3,14,4.6,Low,Average,Food,Card,Returned,0,5,Delhi
475661,Arjun Joshi,9281665177,arjun.joshi@hotmail.com,2026-05-20,Low Fat,FDX59,Breads,1998,OUT027,Tier 3,Medium,Hypermarket,5.14,11.35,33.0558,3.3,28,2.91,Medium,Average,Food,Card,Returned,0,2,Nagpur
24471,Karan Singh,9313197493,karan.singh3@hotmail.com,2026-04-16,Low Fat,FDC26,Canned,2012,OUT049,Tier 1,Medium,Neighborhood Supermarket,12.66,10.2,112.2886,3.3,14,11.01,Medium,Average,Food,Wallet,Delivered,5,2,Delhi
35960,Neha Joshi,9135276255,neha.joshi2@gmail.com,2026-02-25,Low Fat,FDI44,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Neighborhood Supermarket,10.04,16.1,76.0328,3.3,14,4.72,Medium,Average,Food,Cash on Delivery,Delivered,0,2,Delhi
368998,Anika Reddy,9937651182,anika.reddy1@hotmail.com,2026-06-02,Low Fat,NCQ53,Health and Hygiene,2012,OUT049,Tier 1,Medium,Neighborhood Supermarket,1.89,17.6,237.759,3.3,14,13.51,Low,Average,Non-Consumable,Cash on Delivery,Delivered,15,2,Mumbai
168265,Myra Kapoor,9566516391,myra.kapoor3@outlook.com,2026-07-12,Regular,FDN25,Breakfast,2012,OUT049,Tier 1,Medium,Neighborhood Supermarket,6.13,7.9,56.7588,3.3,14,7.18,Medium,Average,Food,Card,Delivered,0,4,Bangalore
520835,Sneha Chopra,9727154836,sneha.chopra3@gmail.com,2026-01-30,Regular,FDZ08,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Neighborhood Supermarket,11.02,12.5,83.6592,3.3,14,6.69,Medium,Average,Food,Cash on Delivery,Delivered,10,1,Mumbai
536149,Myra Iyer,9281341350,myra.iyer@outlook.com,2026-02-21,Regular,FDG33,Seafood,2012,OUT049,Tier 1,Medium,Neighborhood Supermarket,14.05,5.36,169.7764,3.3,14,31.67,Medium,Average,Food,Cash on Delivery,Cancelled,5,1,Bangalore
517478,Ira Agarwal,9334607496,ira.agarwal1@yahoo.co.in,2026-05-09,Regular,FDU46,Snack Foods,2012,OUT049,Tier 1,Medium,Neighborhood Supermarket,1.11,10.3,88.254,3.3,14,8.57,Low,Average,Food,UPI,Delivered,0,4,Bangalore
925468,Aadhya Gupta,9875744654,aadhya.gupta3@hotmail.com,2026-05-11,Regular,FDC59,Starchy Foods,2012,OUT049,Tier 1,Medium,Neighborhood Supermarket,7.52,16.7,63.6168,3.3,14,3.81,Medium,Average,Food,Card,Returned,10,1,Bangalore
43177,Amit Malhotra,9482187398,amit.malhotra2@outlook.com,2026-02-04,Regular,FDZ07,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Neighborhood Supermarket,9.4,15.1,62.3194,3.3,14,4.13,Medium,Average,Food,Cash on Delivery,Delivered,15,3,Bangalore
849337,Priya Joshi,9212558877,priya.joshi@hotmail.com,2026-06-17,Low Fat,FDU38,Dairy,1998,OUT019,Tier 1,Small,Grocery Store,14.45,13.43,190.6504,3.3,28,14.2,Medium,Average,Food,Card,Cancelled,10,5,Bangalore
887823,Pari Patel,9405031513,pari.patel@yahoo.co.in,2026-06-15,Low Fat,NCN41,Health and Hygiene,1998,OUT019,Tier 1,Small,Grocery Store,9.14,13.14,121.373,3.3,28,9.24,Medium,Average,Non-Consumable,Wallet,Delivered,10,1,Mumbai
47181,Aadhya Malhotra,9465086569,aadhya.malhotra1@hotmail.com,2026-01-26,Low Fat,NCX05,Health and Hygiene,1998,OUT019,Tier 1,Small,Grocery Store,16.99,13.14,116.2492,3.3,28,8.85,High,Average,Non-Consumable,Cash on Delivery,Delivered,10,1,Mumbai
88227,Aditya Verma,9963874477,aditya.verma2@yahoo.co.in,2026-02-18,Low Fat,DRJ24,Soft Drinks,1998,OUT019,Tier 1,Small,Grocery Store,19.84,11.85,185.2924,3.3,28,15.64,High,Average,Drinks,UPI,Cancelled,0,5,Mumbai
201139,Anika Mehta,9134125383,anika.mehta1@gmail.com,2026-06-29,Regular,FDU33,Snack Foods,1998,OUT019,Tier 1,Small,Grocery Store,23.59,12.99,46.1402,3.3,28,3.55,High,Average,Food,UPI,Cancelled,15,4,Mumbai
660558,Kavya Nair,9410657299,kavya.nair2@hotmail.com,2026-07-03,Low Fat,FDT48,Baking Goods,2010,OUT046,Tier 1,Small,Neighborhood Supermarket,4.6,4.92,199.1084,3.3,16,40.47,Low,Average,Food,Card,Returned,10,1,Mumbai
868047,Rohan Kumar,9766562067,rohan.kumar2@gmail.com,2026-07-08,Low Fat,FDG24,Baking Goods,2010,OUT046,Tier 1,Small,Neighborhood Supermarket,1.46,7.98,84.525,3.3,16,10.59,Low,Average,Food,Wallet,Delivered,20,3,Bangalore
686002,Divya Bhatt,9039336777,divya.bhatt2@yahoo.co.in,2026-04-13,Low Fat,FDY50,Dairy,2010,OUT046,Tier 1,Small,Neighborhood Supermarket,13.1,5.8,90.3172,3.3,16,15.57,Medium,Average,Food,Card,Delivered,10,1,Delhi
